"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"","999
008","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
017","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"296
ECON","Dept. Total","4793","3.332","39.2","22.0","20.1","9.6","6.1","1.5","0.4","0.4","",".","0.1","",".","0.0","0.5","0.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","244","3.109","23.4","21.3","27.5","13.5","11.1","2.0","0.4",".","",".",".","",".",".","0.8",".",".","."
"Sophomore","","1133","3.312","35.9","22.3","22.2","10.2","7.1","1.4","0.3",".","",".",".","",".",".","0.4","0.2",".","."
"Junior","","1250","3.264","33.0","23.0","23.2","10.2","6.6","2.3","0.5","0.1","",".","0.2","",".",".","1.0",".",".","."
"Senior","","1529","3.317","39.9","21.5","17.8","11.6","6.6","1.4","0.5","0.1","",".","0.3","",".",".","0.3",".",".","."
"Undergraduates","","4156","3.286","35.8","22.2","21.2","10.9","7.0","1.7","0.4","0.0","",".","0.2","",".",".","0.6","0.0",".","."
"Special","","46","3.471","52.2","13.0","6.5","6.5","6.5","2.2",".","13.0","",".",".","",".",".",".",".",".","."
"Graduate","","590","3.739","62.7","21.4","13.1","0.7",".",".",".","1.9","",".",".","",".","0.2","0.2",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","4793","3.332","39.2","22.0","20.1","9.6","6.1","1.5","0.4","0.4","",".","0.1","",".","0.0","0.5","0.0",".","."
