"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Installations & Environments
521","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Painting I
522","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Ceramics I
524","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Etching/Intaglio
526","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"3D Digital Studio II
529","001","","8","3.625","75.0",".","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Advanced Life Drawing I
532","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Wood Working
534","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Serigraphy
536","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Art Metal I
544","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Publication Design
546","001","","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Glassworking
554","001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis
560","001","","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"User Experience for Design
575","001","","15","3.667","73.3","13.3",".",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Photography
576","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Drawing II
612","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Sculpture Workshop 2
614","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"622","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"622","002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Undergrad Painting Workshp","Course Total","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Ceramics II
624","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"629","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"629","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"629","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"629","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"3D Digital Studio III","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Life Drawing II
632","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Watercolor II
642","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Art Metal II
644","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","079","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","14","3.950","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"740","001","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"740","002","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","","","Page 80 of 493"
