"L&S","","","","","","","","","","","","","","","","","","","","","",""
"AFRICAN AMERICAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","Dept. Total","846","3.821","78.3","10.2","5.4","0.7","1.2","0.6","0.4","2.0","",".",".","",".","",".","0.1","0.5","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","106","3.716","63.2","21.7","13.2","0.9",".","0.9",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","359","3.879","88.0","7.2","2.8","0.3","0.6","0.3","0.8",".","",".",".","",".","",".",".",".",".","."
"Junior","","189","3.827","83.1","6.9","5.3","1.1","2.6","0.5",".",".","",".",".","",".","",".","0.5",".",".","."
"Senior","","151","3.742","72.2","15.9","7.3","1.3","2.0","1.3",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","805","3.819","80.6","10.7","5.6","0.7","1.2","0.6","0.4",".","",".",".","",".","",".","0.1",".",".","."
"Special","","23","4.000","4.3",".",".",".",".",".",".","52.2","",".",".","",".","",".",".","17.4","26.1","."
"Graduate","","18","3.921","66.7",".","5.6",".",".",".",".","27.8","",".",".","",".","",".",".",".",".","."
"","Dept. Total","846","3.821","78.3","10.2","5.4","0.7","1.2","0.6","0.4","2.0","",".",".","",".","",".","0.1","0.5","0.7","."
