"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE BIOSCIENCES","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","Dept. Total","232","3.641","56.0","19.4","9.9","2.6","2.2","",".","",".","9.1","",".",".","",".","0.9","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","10","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","14","4.000","92.9",".",".",".",".","",".","",".","7.1","",".",".","",".",".","",".",".",".","."
"Undergraduates","","26","4.000","96.2",".",".",".",".","",".","",".","3.8","",".",".","",".",".","",".",".",".","."
"Graduate","","26","4.000","15.4",".",".",".",".","",".","",".","76.9","",".",".","",".","7.7","",".",".",".","."
"Prof Yr 2","","180","3.594","56.1","25.0","12.8","3.3","2.8","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","180","3.594","56.1","25.0","12.8","3.3","2.8","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","232","3.641","56.0","19.4","9.9","2.6","2.2","",".","",".","9.1","",".",".","",".","0.9","",".",".",".","."
