"HEC","","","","","","","","","","","","","","","","","","","","",""
"CIVIL SOC & COMMUNITY STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"247
CSCS","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
247
CSCS","488","3.871","85.9","6.1","1.6","1.2","1.0","0.4","0.6","2.0","",".",".","",".","0.6","",".",".","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"247
CSCS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","15","3.846","86.7",".","13.3",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","94","3.744","81.9","8.5","2.1","2.1","3.2","1.1","1.1",".","",".",".","",".",".","",".",".",".","."
"Junior","166","3.932","92.8","4.8","1.2","0.6",".",".","0.6",".","",".",".","",".",".","",".",".",".","."
"Senior","170","3.872","88.2","7.1","1.2","1.8","0.6","0.6","0.6",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","445","3.870","88.5","6.3","1.8","1.3","0.9","0.4","0.7",".","",".",".","",".",".","",".",".",".","."
"Special","2","***","","","","","","","","","","",".","",".",".","",".",".","100.0","."
"Graduate","41","3.888","61.0","4.9",".",".","2.4",".",".","24.4","",".",".","",".","7.3","",".",".",".","."
"Dept. Total","488","3.871","85.9","6.1","1.6","1.2","1.0","0.4","0.6","2.0","",".",".","",".","0.6","",".",".","0.4","."
