"ALS","","","","","","","","","","","","","","","","","","","","",""
"SOIL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","Dept. Total","443","3.555","60.0","12.6","5.4","4.7","3.6","2.0","1.4","7.4","",".",".","",".","2.5","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.359","41.7","29.2","16.7",".","8.3","4.2",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","86","3.500","60.5","15.1","7.0","7.0","3.5","4.7","1.2",".","",".",".","",".",".","1.2",".",".","."
"Junior","","93","3.316","57.0","14.0","8.6","7.5","6.5","1.1","5.4",".","",".",".","",".",".",".",".",".","."
"Senior","","110","3.615","67.3","13.6","4.5","7.3","4.5","2.7",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","313","3.474","60.4","15.3","7.3","6.7","5.1","2.9","1.9",".","",".",".","",".",".","0.3",".",".","."
"Special","","11","4.000","27.3",".",".",".",".",".",".","72.7","",".",".","",".",".",".",".",".","."
"Graduate","","119","3.914","62.2","6.7","0.8",".",".",".",".","21.0","",".",".","",".","9.2",".",".",".","."
"","Dept. Total","443","3.555","60.0","12.6","5.4","4.7","3.6","2.0","1.4","7.4","",".",".","",".","2.5","0.2",".",".","."
