"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","#","Ave","A","","AB","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","",""
"919","005","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","009","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","046","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Individual Clinical in Pediats","Course Total","9","","",".",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"931","002","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"931","004","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Child Abuse Pediatric Elective","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"935","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","002","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","003","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","004","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","006","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","008","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","010","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Surgical Neonatal ICU","Course Total","8","","",".",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"938","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"938","043","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"938","044","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"938","045","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"938","046","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Inpt Acting Internship-Peds","Course Total","18","","",".",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"940","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","044","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","045","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adolescent Med","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"Peds Allergy Immunology
941","004","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"942","002","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"942","005","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"942","006","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"942","006","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","2","","",".",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"942","009","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Peds Complex Care","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"943","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"943","044","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Cardiology Elective","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"950","006","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"950","007","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"950","008","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","","","","","","","Page 440 of 493",""
