"","990
042","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
047","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
048","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Dissertator Research","Course Total","6","",".",".",".",".",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"210
B M I","Dept. Total","191","3.882","76.4","12.0","5.8","0.5","1.0","",".","",".","",".","",".","3.1","",".","",".","",".",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","14","3.963","92.9","7.1",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","15","3.966","93.3","6.7",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","7","3.942","85.7","14.3",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","156","3.865","74.4","13.5","6.4","0.6","1.3","",".","",".","",".","",".","3.2","",".","",".","",".",".","0.6","."
"Prof Yr 3","","13","3.962","76.9",".","7.7",".",".","",".","",".","",".","",".","7.7","",".","",".","",".",".","7.7","."
"Professionals","","13","3.962","76.9",".","7.7",".",".","",".","",".","",".","",".","7.7","",".","",".","",".",".","7.7","."
"","Dept. Total","191","3.882","76.4","12.0","5.8","0.5","1.0","",".","",".","",".","",".","3.1","",".","",".","",".",".","1.0","."
