"EDU","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY & PHYSIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","","","","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","Dept. Total","1450","3.143","37.7","16.3","18.6","10.6","10.3","5.0","1.3","0.1","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","79","2.655","17.7","11.4","17.7","17.7","24.1","10.1","1.3",".","",".",".","",".","",".",".",".",".","."
"Junior","","448","3.059","31.3","17.2","19.9","12.3","13.2","4.7","1.6",".","",".",".","",".","",".",".",".",".","."
"Senior","","895","3.234","42.9","16.1","18.0","9.2","7.6","4.8","1.2","0.1","",".",".","",".","",".","0.1",".",".","."
"Undergraduates","","1422","3.141","37.8","16.2","18.6","10.6","10.3","5.1","1.3","0.1","",".",".","",".","",".","0.1",".",".","."
"Special","","20","3.348","30.0","30.0","15.0","10.0","10.0",".",".","5.0","",".",".","",".","",".",".",".",".","."
"Graduate","","8","3.107","37.5",".","37.5",".","25.0",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1450","3.143","37.7","16.3","18.6","10.6","10.3","5.0","1.3","0.1","",".",".","",".","",".","0.1",".",".","."
