"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular Biology","383
001","58","3.414","43.1","12.1","32.8","8.6","3.4",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"","384
001","19","3.605","57.9","5.3","36.8",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"","384
002","17","3.382","47.1","5.9","41.2",".",".","5.9","",".",".","",".","",".",".","",".","",".","",".",".","."
"","384
003","14","3.536","42.9","21.4","35.7",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Cellular Biology Laboratory","Course Total","50","3.510","50.0","10.0","38.0",".",".","2.0","",".","",".","",".",".","",".","",".","",".",".",".","."
"Biological Interactions","587
001","80","3.694","66.3","8.8","22.5","2.5",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"","699
001","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
002","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","10","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"206
BIOCORE","Dept. Total","198","3.576","57.1","9.6","28.3","3.5","1.0","0.5","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","3.333","33.3",".","66.7",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","83","3.443","44.6","12.0","36.1","4.8","2.4",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","109","3.680","67.9","8.3","20.2","2.8",".","0.9","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","198","3.576","57.1","9.6","28.3","3.5","1.0","0.5","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","198","3.576","57.1","9.6","28.3","3.5","1.0","0.5","",".","",".","",".",".","",".","",".","",".",".",".","."
