"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","311
001","20","3.947","85.0","10.0",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","311
002","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
004","20","3.575","75.0","5.0","10.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"","311
005","22","3.909","86.4","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
006","19","3.842","89.5",".",".","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","128","3.874","88.3","4.7","3.1","1.6",".","1.6",".",".",".",".",".",".","0.8",".",".","."
"","320
001","16","3.250","37.5","12.5","31.3",".","18.8",".",".",".",".",".",".",".",".",".",".","."
"","320
002","27","3.852","88.9",".","3.7","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","43","3.628","69.8","4.7","14.0","4.7","7.0",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","324
001","26","3.981","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
001","23","3.848","73.9","21.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","24","3.646","75.0","12.5","4.2",".","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","47","3.745","74.5","17.0","4.3",".","2.1",".","2.1",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","326
001","20","3.325","40.0","20.0","15.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Spanish Business Area Study","359
001","26","3.692","53.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Civilization","361
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culture and the Environment","445
001","16","3.313","75.0",".","6.3",".","6.3",".","12.5",".",".",".",".",".",".",".",".","."
"Topics in Spanish Linguistics","446
003","27","3.963","92.6","7.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Mayas: Culture","455
001","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
001","28","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
002","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
003","25","3.940","92.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
004","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
005","10","3.350","60.0",".","10.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"Topics in Hispanic Culture","Course Total","90","3.861","84.4","8.9","3.3","1.1","2.2",".",".",".",".",".",".",".",".",".",".","."
"Hispanic Screen Studies","472
001","12","3.542","50.0","25.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Latin Am Perf/Visual Studies","480
001","7","3.500","57.1","14.3","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Race, Religion and Ethnicity","490
001","27","3.963","96.3",".","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry & Pract-Hispanic Theatre","564
001","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Hispanic Linguistics","630
001","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Spanish American Lit","802
001","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Golden Age Prose","852
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Reading","899
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
