"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"364","001","","80","3.038","17.5","22.5","31.3","15.0","10.0","3.8",".",".",".",".",".",".",".",".",".","."
"364","002","","70","2.729","1.4","20.0","30.0","28.6","17.1","1.4","1.4",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","","150","2.893","10.0","21.3","30.7","21.3","13.3","2.7","0.7",".",".",".",".",".",".",".",".","."
"Engr Measure & Instrumentation
368","001","","120","3.792","70.0","20.0","9.2",".","0.8",".",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory
370","001","","217","3.074","9.2","17.5","57.6","10.1","5.5",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mechatronics
376","001","","172","3.605","51.7","27.9","13.4","4.7","1.7","0.6",".",".",".",".",".",".",".",".",".","."
"Biomechanics of Human Movement
415","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers
418","003","","17","3.875","82.4","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".","5.9","."
"Stat Expermntl Design
424","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Materials Selection
437","001","","26","3.212","15.4","30.8","38.5","11.5","3.8",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Vibrations
440","001","","18","3.111","27.8","22.2","16.7","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"Kinemat Dynam&Ctrl Robot Manip
441","001","","21","3.690","76.2","14.3","4.8",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process
447","003","","11","3.636","54.5","18.2","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Redesign & Prototype Fab
449","001","","37","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Feedback Ctrl Autonomous Sys
458","001","","7","3.429","85.7",".",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Appl. Thermal/Struct FE Analys
460","001","","32","3.281","21.9","31.3","28.1","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"Thermal Systems Modeling
461","001","","25","3.320","36.0","24.0","20.0","8.0","12.0",".",".",".",".",".",".",".",".",".",".","."
"Energy, Sustainblty, and Tech
472","001","","36","3.792","63.9","33.3",".","2.8",".",".",".",".",".",".",".",".",".",".",".","."
"Fluid Power
474","001","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"476","001","","28","3.482","25.0","53.6","17.9",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"476","002","","26","3.462","30.8","57.7","3.8","3.8",".",".","3.8",".",".",".",".",".",".",".",".","."
"Engr Princpl Off-Road Vehicles","Course Total","","54","3.472","27.8","55.6","11.1","1.9","1.9",".","1.9",".",".",".",".",".",".",".",".","."
"489","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","113","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"489","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","9","3.778","77.8","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"491","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","113","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","114","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"491","115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","120","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","121","","2","***","","","","","","","","","",".",".",".",".",".",".","."
