"L&S","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
508
ITALIAN","214","3.657","66.8","11.7","10.3","4.2","1.4","0.9","0.9","3.3","",".",".","",".","0.5","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","15","3.517","53.3","13.3","20.0","13.3",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","51","3.691","70.6","15.7","7.8",".","2.0","2.0","2.0",".","",".",".","",".",".","",".",".",".","."
"Junior","47","3.674","61.7","17.0","12.8","4.3","2.1",".",".","2.1","",".",".","",".",".","",".",".",".","."
"Senior","62","3.523","66.1","8.1","12.9","8.1","1.6","1.6","1.6",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","175","3.614","65.1","13.1","12.0","5.1","1.7","1.1","1.1","0.6","",".",".","",".",".","",".",".",".","."
"Special","4","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","34","3.960","76.5","5.9",".",".",".",".",".","14.7","",".",".","",".","2.9","",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Dept. Total","214","3.657","66.8","11.7","10.3","4.2","1.4","0.9","0.9","3.3","",".",".","",".","0.5","",".",".",".","."
