"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","17884","3.774","76.1","8.9","4.6","1.8","1.7","0.7","0.5","2.0","",".","2.9","0.0","0.2","0.4","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","609","3.677","71.9","13.0","6.4","2.3","3.0","1.1","1.8",".","",".",".",".",".","0.5",".",".","."
"Sophomore","","2712","3.766","80.7","9.2","4.4","1.8","2.4","0.8","0.6",".","",".",".",".",".","0.1",".",".","."
"Junior","","4138","3.734","76.7","10.3","5.6","2.3","2.1","0.8","0.6",".","",".","1.6",".",".","0.2",".",".","."
"Senior","","6822","3.751","76.6","9.3","5.3","2.3","1.8","1.0","0.4","0.1","",".","2.9",".","0.0","0.3","0.0",".","."
"Undergraduates","","14281","3.746","77.2","9.7","5.2","2.2","2.1","0.9","0.6","0.0","",".","1.8",".","0.0","0.2","0.0",".","."
"Special","","200","3.667","41.5","5.0","4.0","1.0","1.5","0.5","1.5","36.5","",".",".",".",".","0.5",".","8.0","."
"Graduate","","3410","3.922","73.5","5.6","2.0","0.2","0.2","0.1",".","8.4","",".","7.7","0.1","1.2","0.9",".","0.2","."
"Prof Yr 2","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","17894","3.774","76.1","8.9","4.6","1.8","1.7","0.7","0.5","2.0","",".","2.9","0.0","0.2","0.4","0.0","0.1","."
