"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GEOSCIENCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"420
GEOSCI","","","","","","","","","","","","","","","","","","","",""
"Introductory Geology","100","001","435","3.759","75.2","10.8","7.6","0.9","1.6","0.5","1.1",".",".",".",".",".",".",".","2.3","."
"Climate and Climate Change","102","001","58","3.348","39.7","13.8","10.3","3.4","8.6","1.7","1.7",".",".",".",".",".","1.7",".","19.0","."
"Survey of Oceanography","105","001","29","3.346","27.6","27.6","17.2","13.8","3.4",".",".","10.3",".",".",".",".",".",".",".","."
"Environmental Geology","106","001","51","3.214","19.6","35.3","15.7","17.6","7.8",".",".","3.9",".",".",".",".",".",".",".","."
"Evolution and Extinction","110","001","104","3.235","31.7","26.9","14.4","14.4","4.8","1.0","2.9","2.9",".",".",".",".","1.0",".",".","."
"Monitoring Earth by Satellite","118","003","35","2.641","17.1","14.3","20.0","5.7","20.0","8.6","5.7",".",".",".",".",".",".",".","8.6","."
"Natural Hazards and Disasters","140","001","15","3.500","60.0","13.3","13.3","6.7",".","6.7",".",".",".",".",".",".",".",".",".","."
"Life in the Universe","160","001","37","3.269","16.2","2.7","5.4","5.4","5.4",".",".",".",".",".",".",".",".",".","64.9","."
"Geologic Evolution of Earth","204","001","23","2.750","8.7","8.7","30.4","8.7","30.4",".",".","8.7",".",".",".",".",".",".","4.3","."
"","331","001","245","3.828","71.4","14.3","5.7","1.6","0.4",".",".","0.4",".",".",".",".",".","6.1",".","."
"","331","002","52","3.892","84.6","9.6","1.9",".","1.9",".",".",".",".",".",".",".",".","1.9",".","."
"Gems: Sci Behind the Sparkle","","Course Total","297","3.847","73.7","13.5","5.1","1.3","0.7",".",".","0.3",".",".",".",".",".","5.4",".","."
"Intro Geophysics:Dynmic  Earth","350","001","8","3.375","25.0","50.0","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Elementary Petrology","370","001","14","3.536","64.3","7.1","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Intro Envir Remote Sensing","371","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Principles of Geochemistry","375","001","10","3.050","10.0","50.0","30.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Sedimentology and Stratigraphy","430","001","9","3.714","44.4","22.2","11.1",".",".",".",".","11.1",".",".",".",".",".",".","11.1","."
"Pract Appl of GPS Surveying","444","001","10","3.611","60.0",".","20.0","10.0",".",".",".",".",".",".",".",".","10.0",".",".","."
"Structural Geology","455","001","10","3.100","10.0","30.0","40.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Geologic Field Methods","456","001","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Conducted Field Trip","457","002","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rock Mechanics","474","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Principles-Econ Geology","515","001","9","3.667","55.6","33.3",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Mountain Belts","556","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Contaminant Hydrogeology","629","001","8","3.563","62.5","12.5","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","682","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","043","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","044","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis","692","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","698","036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
