"","999
009","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
020","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
104","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","Dept. Total","2157","3.677","68.6","11.4","7.3","3.2","3.4","1.0","0.5","2.2","",".","0.8","0.0","0.5","0.4","0.5","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","71","3.631","67.6","12.7","8.5","4.2","5.6","1.4",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","373","3.665","68.6","12.6","8.3","4.8","4.0","0.5","0.3",".","",".",".",".",".","0.8",".",".","."
"Junior","","449","3.687","71.0","12.0","7.8","3.3","3.6","0.9","0.7",".","",".","0.4",".",".","0.2",".",".","."
"Senior","","847","3.644","68.4","11.3","9.0","3.1","3.9","1.4","0.5","0.1","",".","1.8","0.1",".","0.4","0.1",".","."
"Undergraduates","","1740","3.660","69.1","11.8","8.5","3.6","3.9","1.1","0.5","0.1","",".","1.0","0.1",".","0.4","0.1",".","."
"Special","","42","2.943","14.3","7.1","2.4","4.8","2.4",".","4.8","28.6","",".",".",".",".",".","23.8","11.9","."
"Graduate","","373","3.879","72.4","9.9","2.4","1.3","1.1","0.5",".","9.1","",".",".",".","2.7","0.5",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","2157","3.677","68.6","11.4","7.3","3.2","3.4","1.0","0.5","2.2","",".","0.8","0.0","0.5","0.4","0.5","0.2","."
