"","990
180","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
181","2","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
183","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","60","",".",".",".",".","",".","",".","",".","95.0","",".",".","",".","5.0","",".",".",".","."
"700
ONCOLOGY","Dept. Total","211","3.918","63.5","6.2","1.4","0.5","",".","",".","",".","27.0","",".",".","",".","1.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","24","3.938","87.5","12.5",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","74","3.965","90.5","9.5",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","103","3.961","90.3","9.7",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","102","3.869","38.2","2.9","2.9",".","",".","",".","",".","52.9","",".",".","",".","2.9","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","6","3.500","33.3",".",".","16.7","",".","",".","",".","50.0","",".",".","",".",".","",".",".",".","."
"","Dept. Total","211","3.918","63.5","6.2","1.4","0.5","",".","",".","",".","27.0","",".",".","",".","1.4","",".",".",".","."
