"","699
022","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
023","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
024","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Study","Course Total","32","3.988","90.6","3.1",".",".",".",".",".",".","",".",".","",".",".","6.3",".",".","."
"535
LEGAL ST","Dept. Total","922","3.616","52.4","29.5","9.5","3.7","2.1","0.3","0.2","1.4","",".",".","",".","0.1","0.7","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","2.878","18.2","22.7","27.3","9.1","13.6","9.1",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","174","3.469","35.6","40.2","13.8","5.7","3.4",".","0.6",".","",".",".","",".",".","0.6",".",".","."
"Junior","","289","3.698","54.3","34.6","6.9","3.1","0.7",".",".",".","",".",".","",".",".",".","0.3",".","."
"Senior","","414","3.686","61.4","23.2","8.5","3.1","1.7","0.2","0.2","0.2","",".",".","",".","0.2","1.2",".",".","."
"Undergraduates","","899","3.619","53.1","30.1","9.5","3.8","2.0","0.3","0.2","0.1","",".",".","",".","0.1","0.7","0.1",".","."
"Special","","20","3.260","15.0","5.0","15.0",".","5.0",".",".","60.0","",".",".","",".",".",".",".",".","."
"Graduate","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","922","3.616","52.4","29.5","9.5","3.7","2.1","0.3","0.2","1.4","",".",".","",".","0.1","0.7","0.1",".","."
