"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog
1","001","","42","3.952","92.9","4.8","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mech Eng
201","001","","165","3.682","61.8","21.8","12.7","1.8","0.6","0.6","0.6",".",".",".",".",".",".",".",".","."
"Geometric Modeling
231","001","","312","3.742","69.9","18.6","6.1","3.5","1.3",".","0.6",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project
291","050","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","117","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","128","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"307","001","","7","3.643","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"307","002","","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"307","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"307","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"307","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"307","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"307","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"307","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"307","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"307","010","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"307","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"307","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"307","014","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"307","015","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"307","016","","6","3.583","16.7","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"307","017","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","","72","3.743","51.4","45.8","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing: Polymers
310","001","","131","3.302","23.7","37.4","25.2","9.2","1.5","3.1",".",".",".",".",".",".",".",".",".","."
"Manufac: Metals and Automation
311","001","","173","3.847","75.7","18.5","5.2","0.6",".",".",".",".",".",".",".",".",".",".",".","."
"Computer-Aided Engineering
331","001","","131","3.431","38.2","26.7","22.1","12.2",".",".","0.8",".",".",".",".",".",".",".",".","."
"Dynamic Systems
340","001","","131","2.729","14.5","11.5","29.8","13.7","22.1","6.9","1.5",".",".",".",".",".",".",".",".","."
"Design of Machine Elements
342","001","","161","3.124","19.9","20.5","39.1","10.6","7.5","2.5",".",".",".",".",".",".",".",".",".","."
"Interdis Exper Dsgn Projects I
351","001","","44","3.852","77.3","15.9","6.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interdis Expr Dsgn Projects II
352","001","","251","3.829","73.3","20.3","5.6","0.4","0.4",".",".",".",".",".",".",".",".",".",".","."
"361","001","","83","3.223","20.5","42.2","13.3","16.9","4.8","1.2","1.2",".",".",".",".",".",".",".",".","."
"361","002","","89","3.107","30.3","21.3","18.0","13.5","10.1","6.7",".",".",".",".",".",".",".",".",".","."
"361","003","","76","3.125","19.7","27.6","26.3","15.8","7.9","2.6",".",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","","248","3.151","23.8","30.2","19.0","15.3","7.7","3.6","0.4",".",".",".",".",".",".",".",".","."
"363","001","","90","3.378","33.3","31.1","18.9","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"363","002","","103","3.074","20.4","14.6","41.7","5.8","15.5","1.0",".",".",".",".",".",".","1.0",".",".","."
"Fluid Dynamics","Course Total","","193","3.216","26.4","22.3","31.1","8.3","10.9","0.5",".",".",".",".",".",".","0.5",".",".","."
