"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","163","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","164","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","165","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","166","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","170","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","172","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","173","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","181","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","182","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","187","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","188","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","189","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","190","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","191","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","192","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","193","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","194","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","196","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","200","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","202","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","203","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","140","",".",".",".",".",".",".",".","99.3",".",".",".",".",".","0.7",".","."
"839","002","","20","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","003","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","004","","18","3.861","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","005","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","006","","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","007","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Core Topics in Computing","Course Total","","109","3.936","87.2","12.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880","001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880","002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Theortcl Comp Sci","Course Total","","28","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"899","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","","Page 234 of 493",""
