"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","Dept. Total","1189","3.772","55.7","5.1","6.0","0.7","0.5","0.1","",".","32.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","2","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","3","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 2","","180","3.974","97.2","1.1","1.7",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","701","3.625","45.1","8.4","9.7","1.1","0.9","0.1","",".","34.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","305","4.000","55.7",".",".",".",".",".","",".","44.3","",".",".","",".","",".","",".",".",".","."
"Professionals","","1186","3.772","55.7","5.1","6.0","0.7","0.5","0.1","",".","31.9","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1189","3.772","55.7","5.1","6.0","0.7","0.5","0.1","",".","32.0","",".",".","",".","",".","",".",".",".","."
