"MEDICAL SCIENCES - MED SCH Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","",""
"722
003","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"722
004","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Course Total
Clinicl Anatomy & Radiology","33","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Overview of Rural Health
740
003","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Food, Fasting & Fitness
772
001","175","",".",".",".",".",".",".",".","98.9","1.1",".",".",".",".",".",".","."
"Human Family Tree
773
001","171","",".",".",".",".",".",".",".","99.4",".",".",".",".","0.6",".",".","."
"SCOPE
810
021","41","",".",".",".",".",".",".",".","85.4",".",".",".",".","2.4",".",".","12.2"
"811
021","34","",".",".",".",".",".",".",".","76.5","2.9",".",".",".","2.9",".",".","17.6"
"811
043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Course Total
Chronic and Preventive Care","35","",".",".",".",".",".",".",".","77.1","2.9",".",".",".","2.9",".",".","17.1"
"Acute Care
812
021","46","",".",".",".",".",".",".",".","82.6",".",".",".",".","4.3",".",".","13.0"
"813
021","46","",".",".",".",".",".",".",".","89.1",".",".",".",".","2.2",".",".","8.7"
"813
081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Course Total
Surgical and Procedural Care","47","",".",".",".",".",".",".",".","89.4",".",".",".",".","2.1",".",".","8.5"
"902
041","28","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902
042","32","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902
043","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902
044","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902
045","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Course Total
Ambulatory Acting Internship","106","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"WARM Internship Prep Elective
913
104","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"American Indian Health
930
101","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Advocating for Populations
941
003","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Dept. Total
622
MED SC-M","720","",".",".",".",".",".",".",".","95.8","0.4",".",".",".","0.8",".",".","2.9"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","372","",".",".",".",".",".",".",".","99.2","0.5",".",".",".","0.3",".",".","."
"Prof Yr 2","173","",".",".",".",".",".",".",".","85.5","0.6",".",".",".","2.9",".",".","11.0"
"Prof Yr 3","50","",".",".",".",".",".",".",".","96.0",".",".",".",".",".",".",".","4.0"
"Prof Yr 4","125","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","720","",".",".",".",".",".",".",".","95.8","0.4",".",".",".","0.8",".",".","2.9"
"Dept. Total","720","",".",".",".",".",".",".",".","95.8","0.4",".",".",".","0.8",".",".","2.9"
