"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Intro to American Law","601
001","14","2.036","28.6","7.1","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"Legal Sources","602
001","13","1.077","15.4",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
001","70","1.686","21.4",".","25.7",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"","715
002","57","1.211","15.8",".","19.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
003","60","1.083","15.0",".","15.0",".","1.7",".",".",".",".",".",".",".",".",".",".","."
"","715
004","55","1.364","18.2",".","20.0",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"Torts","Course Total","242","1.351","17.8",".","20.2",".","1.7",".",".",".",".",".",".",".",".",".",".","."
"Advanced Contracts","721
001","17","",".",".",".",".",".",".",".","47.1",".",".",".",".",".",".",".","52.9"
"","723
001","18","0.556","5.6",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","20","0.800","5.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","18","1.333","16.7",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","18","0.889","5.6",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","20","1.750","25.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","18","0.167",".",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","18","1.111","11.1",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","18","0.500",".",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","18","1.500","16.7",".","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","18","0.722","5.6",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","17","1.176","11.8",".","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","24","0.292","4.2",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legl Analysis, Advocacy &WtgII","Course Total","225","0.889","8.9",".","17.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","724
001","60","1.300","15.0",".","23.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","724
002","59","1.576","13.6",".","32.2",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"","724
003","55","0.473","3.6",".","10.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","724
004","64","1.766","17.2",".","35.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Property","Course Total","238","1.303","12.6",".","26.1",".","0.8",".",".",".",".",".",".",".",".",".",".","."
"","731
001","55","1.364","20.0",".","16.4",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"","731
002","64","1.266","14.1",".","23.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","731
003","59","1.169","10.2",".","25.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","731
004","60","1.067","6.7",".","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law","Course Total","238","1.214","12.6",".","23.1",".","0.8",".",".",".",".",".",".",".",".",".",".","."
"Trusts and Estates","734
001","33","1.462","18.2",".","12.1",".","3.0",".",".","21.2",".",".",".",".",".",".",".","."
"Marital Property","737
001","16","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","50.0"
"Estate and Gift Taxation","738
001","30","2.179","33.3",".","23.3",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Bus Org: Public Corporations","741
001","56","1.245","12.5",".","17.9",".","7.1",".","1.8","5.4",".",".",".",".",".",".",".","."
"Taxation I","742
001","22","1.632","31.8",".","4.5",".",".",".",".","13.6",".",".",".",".",".",".",".","."
"","743
001","16","",".",".",".",".",".",".",".","56.3",".",".",".",".",".",".",".","43.8"
"","743
002","12","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","50.0"
"","743
003","14","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","743
004","13","",".",".",".",".",".",".",".","69.2",".",".",".",".",".",".",".","30.8"
"Negotiations","Course Total","55","",".",".",".",".",".",".",".","65.5",".",".",".",".",".",".",".","34.5"
