"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","Dept. Total","2119","3.688","18.4","0.8","1.5","0.1","0.3","",".","",".","78.2","",".",".","",".","",".","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","",""
"Special","","25","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"Graduate","","1","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 1","","883","",".",".",".",".",".","",".","",".","99.1","",".",".","",".","",".","0.9",".",".","."
"Prof Yr 2","","198","4.000","1.0",".",".",".",".","",".","",".","94.4","",".",".","",".","",".","4.5",".",".","."
"Prof Yr 3","","483","3.575","48.2","3.7","6.4","0.4","1.2","",".","",".","40.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","529","4.000","28.9",".",".",".",".","",".","",".","71.1","",".",".","",".","",".",".",".",".","."
"Professionals","","2093","3.688","18.5","0.9","1.5","0.1","0.3","",".","",".","77.9","",".",".","",".","",".","0.8",".",".","."
"","Dept. Total","2119","3.688","18.4","0.8","1.5","0.1","0.3","",".","",".","78.2","",".",".","",".","",".","0.8",".",".","."
