"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7879","3.852","42.3","7.2","1.8","0.4","0.2","0.1","0.1","39.7","0.1","6.3","",".","1.1","0.2","0.1","0.2","0.3"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.942","90.9","9.1",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","174","3.890","89.1","5.7","1.7","2.3",".","0.6",".",".",".",".","",".",".",".",".","0.6","."
"Junior","","460","3.874","88.7","5.7","2.6","0.7","0.9",".","0.7","0.2",".",".","",".",".",".",".","0.7","."
"Senior","","984","3.907","87.3","8.7","2.8","0.6","0.2","0.1",".",".",".",".","",".",".","0.1",".","0.1","."
"Undergraduates","","1629","3.896","87.9","7.6","2.6","0.8","0.4","0.1","0.2","0.1",".",".","",".",".","0.1",".","0.3","."
"Special","","99","3.986","75.8","2.0",".",".",".",".",".","8.1",".",".","",".",".","8.1","3.0","3.0","."
"Graduate","","1852","3.788","47.8","9.6","3.7","0.6","0.5","0.1","0.1","29.6","0.1","3.1","",".","4.5",".","0.1","0.2","."
"Prof Yr 1","","1301","3.808","36.9","12.9","1.2","0.1","0.1",".",".","31.0","0.2","17.6","",".",".","0.1",".",".","."
"Prof Yr 2","","651","3.875","43.0","9.7","1.1","0.2",".",".",".","25.3","0.2","16.9","",".",".","0.8",".",".","2.9"
"Prof Yr 3","","987","3.875","2.2","0.1","0.2",".",".",".",".","87.7",".","8.7","",".","0.6","0.1",".","0.1","0.2"
"Prof Yr 4","","1417","3.835","15.0","2.5","0.4","0.1","0.2","0.1","0.1","80.2","0.1","1.1","",".",".","0.2",".",".","."
"Professionals","","4356","3.840","22.8","6.1","0.7","0.1","0.1","0.0","0.0","59.0","0.1","10.1","",".","0.1","0.2",".","0.0","0.5"
"","College Total","7936","3.852","42.7","7.2","1.8","0.4","0.2","0.1","0.1","39.4","0.1","6.3","",".","1.1","0.2","0.1","0.2","0.3"
