"TERM : 1264","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Spring 2025-2026","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","",""
"HEBREW-BIBLICAL","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"441
HEBR-BIB","","","","","","","","","","","","","","","","",""
"Adv Near Eastern Languages","700
001
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"441
HEBR-BIB","Dept. Total
1","***","","","","","","","","","",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"441
HEBR-BIB","","","","","","","","","","","","","","","","",""
"Graduate","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"","Dept. Total
1","***","","","","","","","","","",".",".",".",".",".",".  
."
"July 16, 2026","","","","","","","","","","","","","","","","","Page 266 of 493"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"** Please note: The Law School uses a non-standard grade scale. Some of these grades cannot be mapped to our standard A/B, BC grading scale and are therefore excluded from this","","","","","","","","","","","","","","","","",""
"report..","","","","","","","","","","","","","","","","",""
