"SOIL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","",""
"Forum on the Environment
101","001","","48","3.750","79.2","8.3","2.1","8.3",".","2.1",".",".",".",".",".",".",".",".",".","."
"Earth's Soil
131","002","","21","3.048","14.3","28.6","33.3","9.5","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"Water and People
132","001","","75","3.735","64.0","16.0","5.3","2.7","1.3","1.3",".","9.3",".",".",".",".",".",".",".","."
"Soil: Ecosystem & Resource
230","001","","71","2.643","22.5","15.5","12.7","15.5","15.5","8.5","8.5",".",".",".",".",".","1.4",".",".","."
"299","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","048","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Plant Nutrition Management
326","001","","32","3.694","56.3","34.4",".",".","6.3",".",".","3.1",".",".",".",".",".",".",".","."
"HAZWOPER 40HR/Field Safety
330","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soil Pollution & Human Health
430","001","","31","3.919","90.3","6.5",".","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"Soil Microbiology & Biochem
523","001","","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Transforming Earth Systems
526","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assessment-Environ Impact
575","001","","12","3.792","83.3",".","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"R for Soil & Environmental Sci
585","001","","31","3.968","96.8",".","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Toxicants in the Environmnt
631","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Applictn of GIS:Natrl Rsrcs
695","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems
699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Systematic Reviews in Ag & Env
710","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate Seminar
728","001","","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","36","",".",".",".",".",".",".",".","69.4",".",".",".","30.6",".",".",".","."
