"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","Dept. Total","497","3.926","85.7","9.1","2.0","0.4","0.6","",".","",".","",".","",".",".","",".","",".","2.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.828","73.3","20.0","6.7",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","80","3.857","80.0","11.3","3.8",".","1.3","",".","",".","",".","",".",".","",".","",".","3.8",".",".","."
"Junior","","116","3.912","84.5","12.1","2.6","0.9",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","141","3.923","87.2","7.8","1.4","0.7","1.4","",".","",".","",".","",".",".","",".","",".","1.4",".",".","."
"Undergraduates","","352","3.901","84.1","10.5","2.6","0.6","0.9","",".","",".","",".","",".",".","",".","",".","1.4",".",".","."
"Special","","1","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","144","3.975","89.6","5.6","0.7",".",".","",".","",".","",".","",".",".","",".","",".","4.2",".",".","."
"","Dept. Total","497","3.926","85.7","9.1","2.0","0.4","0.6","",".","",".","",".","",".",".","",".","",".","2.2",".",".","."
