"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dante's Divine Comedy","253
001","","27","3.741","66.7","14.8","18.5",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Crusades: Christianity & Islam","309
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"The Vikings","430
001","","16","3.633","43.8","31.3","18.8",".","",".","",".","",".",".","",".","",".",".","",".","","6.3",".",".","."
"633
MEDIEVAL","Dept. Total","","47","3.688","59.6","19.1","17.0","2.1","",".","",".","",".","",".","",".",".","",".","",".","2.1",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","11","3.909","90.9",".","9.1",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","","14","3.630","57.1","21.4","14.3","7.1","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","","20","3.608","45.0","30.0","25.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","45","3.680","60.0","20.0","17.8","2.2","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","","2","***","","","","","","","","","","","","","","",".","",".","",".","50.0",".",".","."
"","Dept. Total","","47","3.688","59.6","19.1","17.0","2.1","",".","",".","",".","",".","",".",".","",".","",".","2.1",".",".","."
