"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Topics: Film and Media Studies","","Course Total","278","3.344","34.9","29.1","16.9","6.5","6.1","2.9","0.4","2.2",".",".",".",".","0.7","0.4",".","."
"Gender and Communication","316","001","87","3.638","62.1","19.5","6.9","6.9","4.6",".",".",".",".",".",".",".",".",".",".","."
"Rhetoric and Health","317","001","87","3.747","70.1","19.5","6.9","1.1","1.1",".","1.1",".",".",".",".",".",".",".",".","."
"Intro to Health Comm","318","001","76","3.240","36.8","25.0","10.5","14.5","7.9","1.3","2.6","1.3",".",".",".",".",".",".",".","."
"Human Communication and AI","343","001","50","3.710","70.0","14.0","12.0",".","2.0","2.0",".",".",".",".",".",".",".",".",".","."
"Online Comm & Personal Rltnshp","345","001","57","3.281","35.1","21.1","22.8","10.5","8.8","1.8",".",".",".",".",".",".",".",".",".","."
"Race, Ethnicity, and Media","347","001","40","3.525","45.0","35.0","7.5","5.0","7.5",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Film","350","001","89","3.802","65.2","18.0","5.6","2.2",".",".",".","7.9",".",".",".",".",".","1.1",".","."
"Television Industries","351","001","87","3.523","57.5","17.2","11.5","6.9","4.6","1.1","1.1",".",".",".",".",".",".",".",".","."
"Intro to Media Production","355","001","100","3.820","78.0","13.0","5.0","3.0","1.0",".",".",".",".",".",".",".",".",".",".","."
"Persuasion & Social Influence","368","001","57","3.391","43.9","19.3","14.0","10.5","7.0","1.8",".","3.5",".",".",".",".",".",".",".","."
"Rhetoric-Campaign&Revolutn","372","001","76","3.791","71.1","21.1","2.6","1.3",".",".","1.3","2.6",".",".",".",".",".",".",".","."
"","377","001","25","3.500","52.0","20.0","16.0",".","12.0",".",".",".",".",".",".",".",".",".",".","."
"","377","002","39","3.808","71.8","23.1",".","5.1",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Digital Studies","","Course Total","64","3.688","64.1","21.9","6.3","3.1","4.7",".",".",".",".",".",".",".",".",".",".","."
"Latino/as and Media","419","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Critical Film Analysis","454","001","23","3.214","30.4","13.0","26.1","8.7","13.0",".",".","4.3",".",".",".",".","4.3",".",".","."
"New Media and Society","459","001","22","3.614","50.0","31.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Italian Film","460","001","50","3.640","52.0","32.0","8.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"Global Art Cinema","461","001","19","3.711","68.4","10.5","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Editing & Post-prod:Video&Film","465","001","39","3.551","56.4","23.1","12.8",".","5.1",".","2.6",".",".",".",".",".",".",".",".","."
"Writing for TV & Film","466","001","39","3.487","41.0","41.0","10.3",".","5.1",".","2.6",".",".",".",".",".",".",".",".","."
"Cinematography & Sound Rcrdng","467","001","17","3.529","35.3","35.3","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Media Audience Cultures","545","001","19","3.658","68.4","26.3",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"Digital Studies Capstone","605","001","127","",".",".",".",".",".",".",".",".",".","98.4","0.8",".",".",".",".","."
"","609","001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","609","002","18","3.722","50.0","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Production","","Course Total","34","3.853","73.5","23.5","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Rhetoric&Pub Address","610","001","16","4.000","81.3",".",".",".",".",".",".",".",".",".",".",".","18.8",".",".","."
"Topics-Communicatn Science","612","001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Exper in Communicatn","614","001","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Secnd Fld Exp-Communication","615","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mass Media and Youth","616","001","9","3.722","77.8",".","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Motion Pic Prod Wkshp","659","001","18","3.694","61.1","16.7","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","033","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Communication Research Methods","762","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","","Page 220 of 493",""
