"TERM : 1264","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2025-2026","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","",""
"","ED LEADERSHP & POLICY ANAL Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305","ELPA","","","","","","","","","","","","","","","","","","","","",""
"305","ELPA","Dept. Total
614","3.928","78.3","3.9","2.1","0.5","0.3","0.2","",".","7.8","",".","3.4","",".","0.7","2.4",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305","ELPA","","","","","","","","","","","","","","","","","","","","",""
"","Junior","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
