"Topics in LACIS","Course Total","","20","4.000","95.0",".","",".",".","",".","",".",".","5.0","",".",".","",".","",".","",".",".",".","."
"","698
002","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","698
004","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"525
LACIS","Dept. Total","","63","3.714","55.6","12.7","",".","1.6","",".","",".","1.6","25.4","",".","3.2","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","6","4.000","83.3",".","",".",".","",".","",".",".",".","",".","16.7","",".","",".","",".",".",".","."
"Junior","","","10","3.929","90.0","10.0","",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","27","3.772","70.4","25.9","",".","3.7","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","44","3.706","75.0","18.2","",".","2.3","",".","",".","2.3",".","",".","2.3","",".","",".","",".",".",".","."
"Special","","","16","",".",".","",".",".","",".","",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","","3","***","","","","","","","","","","","","","","33.3","",".","",".","",".",".",".","."
"","Dept. Total","","63","3.714","55.6","12.7","",".","1.6","",".","",".","1.6","25.4","",".","3.2","",".","",".","",".",".",".","."
