"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"Genetics in the News
133","001","","322","3.858","82.6","9.6","3.4","2.2","0.3","0.6",".",".",".",".",".",".",".",".","1.2","."
"Genomes and Society
234","001","","70","3.864","82.9","15.7",".",".",".",".","1.4",".",".",".",".",".",".",".",".","."
"299","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","015","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","143","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","147","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","150","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","157","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","158","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","161","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","163","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","33","3.924","90.9","6.1","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genomes in a Modern World
335","001","","11","3.045","18.2","36.4","27.3","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"Principles of Genetics
466","001","","147","3.667","67.3","12.2","12.9","4.1","2.0","1.4",".",".",".",".",".",".",".",".",".","."
"General Genetics 2
468","001","","97","3.845","84.5","7.2","5.2","1.0","1.0","1.0",".",".",".",".",".",".",".",".",".","."
"Neurogenetics
520","001","","59","3.585","57.6","25.4","6.8","3.4","3.4","3.4",".",".",".",".",".",".",".",".",".","."
"522","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"522","002","","13","3.615","84.6",".",".",".","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"Communicating Evolutionary Bio","Course Total","","15","3.605","80.0",".","6.7",".","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"Dev Gen for Conserv Regen
527","001","","52","3.971","94.2","5.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"545","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"545","002","","10","3.600","90.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","21","3.810","95.2",".",".",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"Genomics & Proteomics
564","001","","12","3.667","75.0",".","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Genetics
566","001","","35","3.886","85.7","5.7","8.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Cases in Med Genetics
605","001","","29","3.414","37.9","31.0","17.2","3.4","10.3",".",".",".",".",".",".",".",".",".",".","."
"Eukaryotic Molecular Biology
620","001","","25","3.580","40.0","36.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Animal Developmental Genetics
627","001","","19","3.237","31.6","10.5","42.1","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"Population Genetics
633","001","","18","3.583","44.4","33.3","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Public Health Genomics
636","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genomics of Brain Disorders
650","001","","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cancer Genetics
662","001","","30","3.414","36.7","26.7","20.0","6.7","6.7",".",".","3.3",".",".",".",".",".",".",".","."
