"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Psych Inpt Adv Clin Exp","Course Total","8","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"946","001","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","002","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","003","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","006","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","007","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","008","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","045","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Child and Adol Psych Elective","Course Total","7","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"947","042","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"947","044","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Psych Forensic Hosp Setting","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","","",""
