"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GREEK (CLASSICS)","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","",""
"Second Semester Ancient Greek","104","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Ancient Greek","304","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Ancient Greek","306","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Greek Prose Comp","505","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Individual Research Thesis","890","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"428
GREEK","","Dept. Total","16","3.870","81.3",".",".","6.3",".",".",".","12.5",".",".",".",".",".",".",".","."
