"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"PUBLIC AFFAIRS & PUBLIC POLI Section","","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","",""
"Contemp Public Policy Issues","200","001","103","3.667","68.9","14.6","5.8","4.9","2.9","1.0","1.0","1.0",".",".",".",".",".",".",".","."
"Intro to Health Policy in U.S.","201","001","98","3.737","74.5","9.2","8.2","4.1","2.0","1.0",".","1.0",".",".",".",".",".",".",".","."
"Evidence-Based Policy Making","240","001","47","3.446","34.0","29.8","25.5","6.4","2.1",".",".",".",".",".",".",".","2.1",".",".","."
"Priv & Public Sector in Policy","270","001","23","3.891","87.0","8.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Public Policy","274","001","14","3.679","85.7","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"What Works in Health Policy","281","001","44","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Internship","327","001","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","335","001","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","335","002","11","3.944","72.7","9.1",".",".",".",".",".",".",".",".",".",".",".","9.1","9.1","."
"Pol Actors, Inst, Pol Process","","Course Total","26","3.958","84.6","7.7",".",".",".",".",".",".",".",".",".",".",".","3.8","3.8","."
"Women, Gender, & Public Policy","352","001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","380","001","36","3.903","80.6","19.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","380","002","18","3.750","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tools for Public Policy","","Course Total","54","3.852","72.2","25.9","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inequality, Race & Publ Policy","520","001","23","3.478","52.2","26.1",".","8.7","13.0",".",".",".",".",".",".",".",".",".",".","."
"Economics of Health Care","548","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Issues in Educ Policy Analysis","765","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Affairs Seminar Series","802","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Energy Analysis & Policy Capst","810","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Stat Meths-Pub Pol Analys","819","001","12","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Internship","827","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Macroecon Pol & Int'l Fin Reg","854","001","12","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop-Int'l Public Affairs","860","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Public Affairs","869","001","28","3.964","96.4",".","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","873","001","22","3.750","54.5","40.9","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","873","002","22","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Policy Analysis","","Course Total","44","3.807","63.6","34.1","2.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","878","001","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","878","002","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Management","","Course Total","32","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Budgeting","892","001","28","3.768","57.1","39.3","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Public Affairs","974","001","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
