"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"699","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","153","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch Meths-Compositn Study
703","001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Special Topics-Compositn Thry
706","001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Adv Eng Phonology
709","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Theatre Hist-500bc-1700
731","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Fiction Workshop
781","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate Poetry Workshop
782","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"785","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"785","119","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"785","141","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MFA Thesis","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","114","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","147","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Medieval Literature
803","001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Contemporary Lit
814","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"817","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"817","002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-American Literature","Course Total","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sem-Interdisc Theatre Studies
859","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","106","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","115","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","139","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","158","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preliminary Exam Research","Course Total","","17","",".",".",".",".",".",".",".","76.5",".",".",".","23.5",".",".",".","."
"990","014","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
