"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UROLOGY","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"933
UROLOGY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"910","006","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","009","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","011","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","043","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","044","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","063","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","082","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Reading & Rsrch: Urology","Course Total","8","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"938","043","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"938","044","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"938","045","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"938","046","4","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Inpt Acting Internship-Urology","Course Total","8","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"967","004","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","006","3","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","009","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","010","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Urology Elective","Course Total","7","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"933
UROLOGY","Dept. Total","23","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"933
UROLOGY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 3","","18","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"Prof Yr 4","","5","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","23","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"","Dept. Total","23","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
