"","990
086","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
088","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
094","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","20","",".",".",".",".",".",".",".","85.0","",".",".","",".","15.0","",".",".",".","."
"810
POP HLTH","Dept. Total","523","3.788","69.0","10.1","4.8","1.7","0.8","0.2","0.6","12.2","",".",".","",".","0.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","60","3.966","96.7","1.7",".","1.7",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","115","3.788","85.2","6.1","4.3","0.9","0.9",".","2.6",".","",".",".","",".",".","",".",".",".","."
"Senior","","110","3.763","69.1","20.0","6.4","3.6","0.9",".",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","286","3.817","81.5","10.5","4.2","2.1","0.7",".","1.0",".","",".",".","",".",".","",".",".",".","."
"Special","","8","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","144","3.682","63.9","8.3","9.0","2.1","1.4","0.7",".","12.5","",".",".","",".","2.1","",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","","17","",".",".",".",".",".",".",".","100.0","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","67","3.833","40.3","16.4",".",".",".",".",".","43.3","",".",".","",".",".","",".",".",".","."
"Professionals","","85","3.835","32.9","12.9",".",".",".",".",".","54.1","",".",".","",".",".","",".",".",".","."
"","Dept. Total","523","3.788","69.0","10.1","4.8","1.7","0.8","0.2","0.6","12.2","",".",".","",".","0.6","",".",".",".","."
