"EGR","","","","","","","","","","","","","","","","","","",""
"ENGR MECHANICS & AEROSPA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","",""
"Dept. Total
346
E M A","1860","3.084","28.0","22.0","21.1","12.8","10.8","3.7","0.6","0.8","0.1",".","",".","0.1","0.1",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","",""
"Freshmen","28","2.768","14.3","3.6","42.9","14.3","17.9","7.1",".",".",".",".","",".",".",".",".",".","."
"Sophomore","500","2.918","21.2","17.8","21.6","16.2","17.2","4.6","1.0",".",".",".","",".",".","0.4",".",".","."
"Junior","836","3.068","26.0","24.6","22.6","13.2","9.6","3.7","0.4",".",".",".","",".",".",".",".",".","."
"Senior","410","3.253","34.9","25.4","19.8","10.5","6.3","2.9","0.2",".",".",".","",".",".",".",".",".","."
"Undergraduates","1774","3.061","26.5","22.5","22.0","13.4","11.1","3.8","0.5",".",".",".","",".",".","0.1",".",".","."
"Special","4","***","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","82","3.636","59.8","9.8","3.7",".","3.7","1.2","2.4","17.1","1.2",".","",".","1.2",".",".",".","."
"Dept. Total","1860","3.084","28.0","22.0","21.1","12.8","10.8","3.7","0.6","0.8","0.1",".","",".","0.1","0.1",".",".","."
