"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"491","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","125","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","130","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","25","4.000","92.0",".",".",".",".",".",".","4.0",".",".",".",".","4.0",".",".","."
"Mech Engr Projects II
492","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Biofluidics
505","001","","7","3.429","28.6","57.1",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Inspectn,Qual Cntrl&Relblty
512","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Polymer Additive Manufacturing
514","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2-Phase Flow & Heat Transfr
520","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"532","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"532","002","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mtrx Mthds in Machine Learning","Course Total","","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comp-Aided Geometric Design
535","001","","26","3.115","23.1","15.4","30.8","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"Intro-Artificl Neural Ntwrks
539","001","","8","3.375","12.5","75.0",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Heat Transfer
564","001","","27","3.593","44.4","29.6","25.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Applied Combustion
569","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Gas Dynamics
572","001","","28","3.259","28.6","39.3","14.3","3.6","3.6","3.6","3.6","3.6",".",".",".",".",".",".",".","."
"Automatic Controls Lab
577","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"601","082","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","083","","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","084","","12","3.773","50.0","41.7",".",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"601","086","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","087","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","088","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","79","3.904","83.5","11.4","3.8",".",".",".",".",".",".",".",".",".",".",".","1.3","."
"Design & Analysis-Manufact Sys
641","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","113","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","124","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","7","3.556","71.4",".","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Grad Cooperative Educ Program
702","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Plasticity Theory and Physics
703","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Machining
729","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Friction, Lubrication &Wear
753","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
