"BIOLOGICAL SYSTEMS ENGINE Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Water and People
132
001","","32","3.594","59.4","15.6","9.4","15.6","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Dept. Total
112
BSE","","32","3.594","59.4","15.6","9.4","15.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.214","28.6","14.3","28.6","28.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","19","3.684","68.4","15.8",".","15.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","32","3.594","59.4","15.6","9.4","15.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","","32","3.594","59.4","15.6","9.4","15.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
