"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","",""
"SOCIAL & ADMINISTRATIVE PHA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","",""
"Health Care: Intrdis Appr
105","001","13","3.154","30.8","30.8","15.4","15.4",".",".","7.7",".",".",".",".",".",".",".",".","."
"Soc Behav Aspects
414","001","131","3.908","84.0","13.7","2.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pharmacy Management
514","001","123","3.557","49.6","24.4","14.6","10.6","0.8",".",".",".",".",".",".",".",".",".",".","."
"Pharmacy Law and Regulation
611","001","93","3.720","64.5","16.1","18.3","1.1",".",".",".",".",".",".",".",".",".",".",".","."
"Pharm Communicatn:Edu&Behav
652","001","93","3.925","84.9","15.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"D&I and Sustain of Org Change
704","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Soc Behav Theories in Pharm
715","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Hospital Phm Admin
716","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","079","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"999","025","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","093","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
