"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"","422
001","","21","3.810","95.2",".",".",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","422
002","","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Figure(s) in Lit before 1800","Course Total","","37","3.838","86.5","10.8",".",".",".",".","2.7",".",".",".",".",".",".",".",".","."
"Topic in Early Modern Lit","430
001","","29","3.983","96.6","3.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","438
001","","26","3.731","69.2","19.2",".","11.5",".",".",".",".",".",".",".",".",".",".",".","."
"","438
002","","28","3.804","67.9","25.0","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in 18th-Century Lit","Course Total","","54","3.769","68.5","22.2","3.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in 19th-Century Brit Lit","444
001","","25","3.854","76.0","12.0","8.0",".",".",".",".",".",".",".",".",".",".","4.0",".","."
"James Joyce","454
001","","14","3.464","50.0","14.3","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"Topic in American Lit","457
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Race & Sexuality in Amer Lit","463
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comedy as Genre","475
001","","11","3.455","27.3","45.5","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","515
001","","9","3.500","66.7","11.1",".",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"","515
002","","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Techniques&Materials for TESOL","Course Total","","19","3.711","78.9","5.3","5.3",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"Health and the Humanities","525
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","533
001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","533
003","","17","3.706","88.2",".","5.9",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Topic in Lit and Environment","Course Total","","30","3.817","90.0","3.3","3.3",".",".",".","3.3",".",".",".",".",".",".",".",".","."
"","613
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","613
003","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Pedagogical Grammar I","Course Total","","28","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","614
001","","15","",".",".",".",".",".",".",".",".",".","93.3",".",".",".",".",".","."
"","614
003","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Pedagogical Grammar II","Course Total","","28","",".",".",".",".",".",".",".",".",".","96.4",".",".",".",".",".","."
"","615
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","615
003","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL:Teach","Course Total","","27","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Topics Theatre Perf. Rsch.","651
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Selected Topics:Afro-Am Lit","672
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Project","680
087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
147","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Senior Thesis","692
087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","695
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","695
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","695
003","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Creative Writing","Course Total","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
