"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Intro to Sports Communication","150","001","134","3.765","72.4","14.9","10.4","0.7","0.7",".","0.7",".",".",".",".",".",".",".",".","."
"Mass Media in Multicultrl Amer","162","001","99","3.631","63.6","15.2","13.1","4.0","2.0","2.0",".",".",".",".",".",".",".",".",".","."
"Gender & Sexuality Mass Comm","163","001","49","3.837","79.6","12.2","6.1",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"Digital Media Fluency","175","001","80","3.620","50.0","35.0","3.8","7.5","2.5",".",".","1.3",".",".",".",".",".",".",".","."
"Spec Topics in Mass Comm","176","015","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mass Communication","201","001","196","3.584","54.1","23.5","13.8","6.6","1.0",".","1.0",".",".",".",".",".",".",".",".","."
"Mass Communication Practices","202","001","118","3.643","36.4","52.5","8.5",".",".",".",".",".",".",".",".",".","2.5",".",".","."
"Information for Communication","203","001","118","3.534","39.8","42.4","11.0","2.5","1.7",".","1.7",".",".",".",".",".","0.8",".",".","."
"","335","001","19","3.711","73.7","5.3","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","335","002","19","3.632","31.6","63.2","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles/Practices-Reporting","","Course Total","38","3.671","52.6","34.2","7.9","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Principles & Pract Strat Comm","345","001","88","3.972","94.3","5.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350","001","30","3.767","56.7","40.0","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350","002","25","3.800","64.0","32.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sports Mrkting Communications","","Course Total","55","3.782","60.0","36.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Science & Envir Journalism","415","001","10","3.700","80.0",".","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Investigative Reporting","420","001","21","3.714","66.7","19.0","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Long Form Video","456","001","21","3.905","81.0","19.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Storytelling Through Sound","457","001","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Relations Strategies","464","001","22","3.659","59.1","31.8","4.5",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"Social Media Marketing Communi","465","001","21","3.905","90.5","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","475","054","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","475","056","25","3.840","92.0",".","4.0",".",".","4.0",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Adv Concpts&Skills","","Course Total","34","3.882","94.1",".","2.9",".",".","2.9",".",".",".",".",".",".",".",".",".","."
"Law of Mass Communication","563","001","73","3.500","38.4","32.9","20.5","5.5",".","1.4",".","1.4",".",".",".",".",".",".",".","."
"Effects-Mass Communication","565","001","97","3.758","69.1","21.6","5.2","2.1","1.0","1.0",".",".",".",".",".",".",".",".",".","."
"Communicatn&Public Opinion","566","001","93","3.839","71.0","25.8","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Colloquium Prof Comm Careers","601","001","88","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Mass Media and Youth","616","001","20","3.750","75.0","15.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Brnd Strtgy - Advert & Int Com","649","001","73","3.582","52.1","21.9","21.9","1.4","1.4","1.4",".",".",".",".",".",".",".",".",".","."
"Comm Sports Controversies","651","001","46","3.674","43.5","50.0","4.3","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"Communication Rsch Methods","658","001","27","3.815","74.1","14.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literary Aspects of Journ","669","001","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Govt & Mass Media","675","005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","677","001","22","3.773","72.7","13.6","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","677","002","21","3.690","57.1","28.6","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","677","003","27","3.731","59.3","22.2","14.8",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"Concepts and Tools for Data An","","Course Total","70","3.732","62.9","21.4","11.4","2.9",".",".",".",".",".",".",".",".","1.4",".",".","."
"","682","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","","Page 284 of 493",""
