"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","2165","3.678","68.7","11.4","7.3","3.2","3.4","1.0","0.5","2.2","",".","0.8","0.0","0.5","0.4","0.5","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","73","3.635","68.5","12.3","8.2","4.1","5.5","1.4",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","378","3.667","69.0","12.4","8.2","4.8","4.0","0.5","0.3",".","",".",".",".",".","0.8",".",".","."
"Junior","","450","3.687","71.1","12.0","7.8","3.3","3.6","0.9","0.7",".","",".","0.4",".",".","0.2",".",".","."
"Senior","","847","3.644","68.4","11.3","9.0","3.1","3.9","1.4","0.5","0.1","",".","1.8","0.1",".","0.4","0.1",".","."
"Undergraduates","","1748","3.660","69.2","11.8","8.5","3.5","3.9","1.1","0.5","0.1","",".","1.0","0.1",".","0.4","0.1",".","."
"Special","","42","2.943","14.3","7.1","2.4","4.8","2.4",".","4.8","28.6","",".",".",".",".",".","23.8","11.9","."
"Graduate","","373","3.879","72.4","9.9","2.4","1.3","1.1","0.5",".","9.1","",".",".",".","2.7","0.5",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","2165","3.678","68.7","11.4","7.3","3.2","3.4","1.0","0.5","2.2","",".","0.8","0.0","0.5","0.4","0.5","0.2","."
