"","990
091","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
099","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
100","5","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","53","",".",".",".",".",".",".",".","45.3","",".",".","",".","54.7","",".",".",".","."
"192
MICROBIO","Dept. Total","2113","3.419","49.0","15.5","17.6","6.2","6.3","1.8","0.4","1.7","",".",".","",".","1.4","",".","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","2.563",".","12.5","37.5","25.0","12.5","12.5",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","271","3.125","29.2","26.9","14.0","12.2","13.7","3.3","0.7",".","",".",".","",".",".","",".",".",".","."
"Junior","","552","3.375","44.4","14.7","24.6","7.1","7.4","1.8",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","1026","3.482","55.2","14.7","17.5","5.5","5.0","1.5","0.6",".","",".",".","",".","0.1","",".",".",".","."
"Undergraduates","","1857","3.389","47.9","16.5","19.2","7.0","7.0","1.9","0.4",".","",".",".","",".","0.1","",".",".",".","."
"Special","","33","3.550","30.3","9.1","9.1",".","6.1",".",".","33.3","",".",".","",".",".","",".","3.0","9.1","."
"Graduate","","217","3.794","60.4","8.8","5.5","0.5","0.5","0.9",".","10.6","",".",".","",".","12.9","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".","",".","50.0","",".",".",".","."
"Professionals","","6","4.000","66.7",".",".",".",".",".",".","16.7","",".",".","",".","16.7","",".",".",".","."
"","Dept. Total","2113","3.419","49.0","15.5","17.6","6.2","6.3","1.8","0.4","1.7","",".",".","",".","1.4","",".","0.0","0.1","."
