"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","","",""
"Second Semester Yiddish","106
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Jews and American Pop. Culture","213
001","","21","3.700","42.9","47.6","4.8",".",".","",".",".",".",".","",".",".","",".","",".","",".","4.8","."
"Intro to Biblical Lit","227
001","","6","3.500","16.7","66.7","16.7",".",".","",".",".",".",".","",".",".","",".","",".","",".",".","."
"","231
001","","10","3.000",".","30.0","30.0","30.0",".","",".",".",".",".","",".",".","",".","",".","","10.0",".","."
"","231
002","","11","3.833","54.5","27.3",".",".",".","",".",".","18.2",".","",".",".","",".","",".","",".",".","."
"Elem Topics in Jewish History","Course Total","","21","3.417","28.6","28.6","14.3","14.3",".","",".",".","9.5","",".",".","",".","",".","",".","4.8",".","."
"Health & Hotels in Cent Eur","240
001","","10","3.889","80.0",".","10.0",".",".","",".",".",".",".","",".",".","",".","",".","",".","10.0","."
"Yiddish Lit & Culture, America","279
001","","29","3.389","41.4","20.7","20.7","3.4","3.4","",".","3.4","6.9",".","",".",".","",".","",".","",".",".","."
"Bible and Film: Lit and Media","323
002","","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Topics in Jewish History","631
001","","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"510
JEWISH","Dept. Total","","98","3.590","45.9","28.6","12.2","4.1","1.0","",".","1.0","4.1","",".",".","",".","",".","",".","1.0","2.0","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","9","3.367","33.3","33.3","11.1","11.1","11.1","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","36","3.654","50.0","33.3","13.9","2.8",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","26","3.549","50.0","30.8","7.7","3.8",".","",".","3.8",".","",".",".","",".","",".","",".",".","3.8","."
"Senior","","","21","3.625","52.4","23.8","19.0","4.8",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","92","3.590","48.9","30.4","13.0","4.3","1.1","",".","1.1",".","",".",".","",".","",".","",".",".","1.1","."
"Special","","","6","",".",".",".",".",".","",".",".","66.7","",".",".","",".","",".","",".","16.7","16.7","."
"","Dept. Total","","98","3.590","45.9","28.6","12.2","4.1","1.0","",".","1.0","4.1","",".",".","",".","",".","",".","1.0","2.0","."
