"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"799","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","042","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","062","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","","27","3.946","92.6","7.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Historical Music Theories 2
822","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Musicology
911","026","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Ethnomusicology
915","034","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"999","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","024","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
