"","990
009","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
013","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
015","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","24","",".",".",".",".",".",".",".","54.2","4.2",".","",".","41.7",".",".",".","."
"912
SPANISH","Dept. Total","1556","3.648","65.9","13.3","11.2","2.6","3.6","0.6","0.6","1.0","0.1",".","",".","0.6","0.3","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","3.430","41.2","23.5","23.5","1.5","10.3",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","399","3.615","62.9","15.5","11.8","4.0","4.5","1.3",".",".",".",".","",".",".",".",".",".","."
"Junior","","501","3.674","68.5","13.8","11.8","1.8","2.2","0.4","1.0",".",".",".","",".",".","0.6",".",".","."
"Senior","","513","3.661","71.2","10.9","9.6","2.9","3.9","0.6","0.8","0.2",".",".","",".",".",".",".",".","."
"Undergraduates","","1481","3.641","66.6","13.7","11.5","2.8","3.8","0.7","0.6","0.1",".",".","",".",".","0.2",".",".","."
"Special","","6","3.500","16.7","16.7","16.7",".",".",".",".","16.7",".",".","",".",".",".","33.3",".","."
"Graduate","","68","3.915","55.9","4.4","2.9",".",".",".",".","19.1","1.5",".","",".","14.7","1.5",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1556","3.648","65.9","13.3","11.2","2.6","3.6","0.6","0.6","1.0","0.1",".","",".","0.6","0.3","0.1",".","."
