"","990
037","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
040","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
041","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","27","",".",".",".",".",".",".",".","85.2",".",".","",".","14.8","",".",".",".","."
"636
M S & E","Dept. Total","683","3.417","33.8","22.3","18.6","7.2","3.1","0.3","0.3","10.0","0.1","1.9","",".","2.3","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.083","25.0","33.3","16.7","16.7",".",".","8.3",".",".",".","",".",".","",".",".",".","."
"Sophomore","","42","3.172","26.2","26.2","21.4","9.5","16.7",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","","183","3.203","18.0","31.7","31.7","13.1","4.9",".","0.5",".",".",".","",".",".","",".",".",".","."
"Senior","","245","3.521","49.0","22.4","18.0","7.8","2.0","0.8",".",".",".",".","",".",".","",".",".",".","."
"Undergraduates","","482","3.359","34.6","26.6","23.4","10.2","4.4","0.4","0.4",".",".",".","",".",".","",".",".",".","."
"Special","","14","3.657","42.9","28.6","14.3",".",".",".",".","14.3",".",".","",".",".","",".",".",".","."
"Graduate","","187","3.726","31.0","10.7","6.4",".",".",".",".","35.3","0.5","7.0","",".","8.6","",".",".","0.5","."
"","Dept. Total","683","3.417","33.8","22.3","18.6","7.2","3.1","0.3","0.3","10.0","0.1","1.9","",".","2.3","",".",".","0.1","."
