"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
006","13","2.846","15.4","15.4","46.2",".","7.7","15.4",".",".",".",".",".",".",".",".",".","."
"","344
007","18","3.250","38.9","5.6","27.8","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
008","15","3.233","33.3","20.0","20.0","13.3","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
009","15","3.167","20.0","26.7","33.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
010","15","3.200","20.0","40.0","13.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
011","16","3.313","25.0","18.8","50.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.324","41.2","11.8","29.4","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
013","16","3.156","12.5","18.8","56.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","16","3.313","37.5","6.3","37.5","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","16","3.563","56.3","12.5","25.0",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
016","17","3.235","29.4","23.5","23.5","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
019","16","3.281","37.5","12.5","25.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
020","13","2.923","15.4","15.4","30.8","15.4","23.1",".",".",".",".",".",".",".",".",".",".","."
"","344
021","12","3.208","25.0","25.0","25.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","344
022","15","3.267","33.3","26.7","13.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
023","15","3.333","26.7","40.0","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
024","16","3.250","31.3","18.8","31.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
025","16","3.094","12.5","18.8","62.5",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"","344
026","14","3.250","28.6","21.4","28.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
027","17","3.500","52.9","5.9","35.3",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
028","17","3.206","29.4","11.8","29.4","29.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
029","16","3.125","25.0","18.8","37.5","6.3","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","344
030","15","3.067","33.3","6.7","26.7","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"","344
031","15","3.000","20.0","26.7","20.0","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".","."
"","344
032","16","3.188","18.8","12.5","56.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
033","14","3.500","57.1","7.1","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
034","14","2.929","28.6","7.1","28.6","21.4","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"","344
035","16","3.250","31.3","25.0","18.8","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
036","16","3.156","18.8","31.3","25.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
037","14","3.071","14.3","21.4","28.6","35.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
039","16","3.469","56.3",".","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
040","15","3.200","26.7","13.3","40.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","576","3.213","30.2","16.5","31.3","13.2","6.9","1.6","0.2",".",".",".",".",".","0.2",".",".","."
"","345
001","234","2.882","27.4","9.4","24.8","10.7","19.2","6.4","2.1",".",".",".",".",".",".",".",".","."
"","345
002","231","2.877","27.3","10.4","23.4","5.6","26.8","4.3","2.2",".",".",".",".",".",".",".",".","."
"","345
003","205","2.685","17.6","11.7","26.8","8.3","24.4","7.3","3.9",".",".",".",".",".",".",".",".","."
"","345
004","41","3.622","63.4","12.2","17.1",".","7.3",".",".",".",".",".",".",".",".",".",".","."
"","345
005","222","2.831","25.2","8.1","26.1","10.4","21.6","6.3","2.3",".",".",".",".",".",".",".",".","."
"Organic Chemistry II","Course Total","933","2.858","26.3","10.0","24.9","8.4","22.3","5.8","2.5",".",".",".",".",".",".",".",".","."
"Machine Learning in Chemistry","361
001","15","3.667","80.0","13.3",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Industrial Chem and Business","505
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Inorganic Chemistry","511
001","22","3.864","77.3","18.2","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
