"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"Dsgn&Analys-Psych Exprmnts II
710","001","","32","3.742","65.6","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".","3.1",".","."
"711","001","","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"711","003","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"711","005","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"711","007","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"711","009","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics in Psych","Course Total","","56","3.909","85.7","7.1","5.4",".",".",".",".",".",".",".",".",".",".",".","1.8","."
"Cognitive Neuroscience
720","001","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"App Mach Learning Beh Data Sci
752","001","","31","3.638","54.8","16.1","16.1","6.5",".",".",".",".","3.2",".",".",".",".","3.2",".","."
"Field Work-Clinical Psych
805","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Psychotherapy
807","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Ethical & Legal Issues
809","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","47","",".",".",".",".",".",".",".","80.9",".",".",".","17.0","2.1",".",".","."
