"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"674","002","","26","3.865","76.9","19.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"674","003","","29","3.776","65.5","24.1","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Methods in Teaching ESL","Course Total","","89","3.824","71.9","19.1","7.9",".",".",".",".",".",".",".",".",".","1.1",".",".","."
"675","001","","86","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","008","","13","4.000","92.3",".",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","99","4.000","99.0",".",".",".",".",".",".","1.0",".",".",".",".",".",".",".","."
"Bilingualism&Biliteracy-Schls
676","001","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","080","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","15","3.938","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research & Eval Paradigms
714","001","","14","3.818","64.3",".","14.3",".",".",".",".",".",".",".",".",".","21.4",".",".","."
"Intro to Qualitative Research
719","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Perspectvs-Multicultrl Educ
744","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Qual Rsch Mthds-Educ: Field I
788","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","094","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Project or Thesis","Course Total","","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"799","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Ind. Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Discourse Analysis
802","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computational Research Methods
803","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory & Dsgn of the Curric
830","001","","8","3.786","62.5","12.5","12.5",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Fndtns of Environ & Sustain Ed
932","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"World Language Education
964","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","","","Page 93 of 493"
