"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"RADIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","",""
"910","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","043","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch Radiology","Course Total","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Imaging and Embryology
911","005","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Clinical Ultrasound Training
912","011","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","005","47","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","007","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Physician Financial Wellness","Course Total","58","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"920","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"920","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"920","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"920","005","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"920","007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"920","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"920","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","011","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Diagnostic Radiol Elective","Course Total","44","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"923","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Nuclear Med Elective","Course Total","4","***","","","","","","","","","","","","","","","",""
"924","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"924","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"924","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Radiology Elective","Course Total","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"926","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"926","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","Page 455 of 493",""
