"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
073","19","3.789","94.7",".",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
074","19","3.917","84.2","5.3","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","100
076","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
079","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
080","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
082","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
084","19","3.789","94.7",".",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
085","19","3.842","84.2","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
086","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
091","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
092","9","3.611","66.7","11.1",".","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","100
093","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
094","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to College Composition","Course Total","1011","3.899","89.9","5.7","2.0","0.9","0.8",".","0.6",".",".",".",".",".","0.1",".",".","."
"Intro-Theatre & Dramatic Lit","120
001","196","3.704","67.9","21.9","5.6","0.5","2.0",".","2.0",".",".",".",".",".",".",".",".","."
"Women's Writing","144
001","243","3.785","69.5","18.9","6.2","1.6","0.8","0.4",".",".",".",".",".",".","0.8",".","1.6","."
"","153
001","280","3.836","88.6",".","9.6",".",".","0.4","1.4",".",".",".",".",".",".",".",".","."
"","153
002","47","3.904","85.1","10.6","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and the Environment","Course Total","327","3.846","88.1","1.5","8.9",".",".","0.3","1.2",".",".",".",".",".",".",".",".","."
"Myth and Literature","155
001","28","3.768","60.7","32.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"British and American Writers","167
001","29","3.828","79.3","6.9","13.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","168
001","29","3.500","37.9","37.9","17.2",".","6.9",".",".",".",".",".",".",".",".",".",".","."
"","168
002","48","3.250","35.4","31.3","6.3","14.6","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"Modern Literature","Course Total","77","3.344","36.4","33.8","10.4","9.1","6.5","3.9",".",".",".",".",".",".",".",".",".","."
"","169
001","237","3.844","82.3","10.5","3.8","1.3","1.7","0.4",".",".",".",".",".",".",".",".",".","."
"","169
002","29","3.679","82.8",".","6.9",".",".","3.4","3.4",".",".",".",".",".",".",".","3.4","."
"Modern American Literature","Course Total","266","3.826","82.3","9.4","4.1","1.1","1.5","0.8","0.4",".",".",".",".",".",".",".","0.4","."
"Literatures of Native America","172
001","14","3.500","57.1","14.3","21.4",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"","173
002","27","3.596","40.7","37.0","14.8","3.7",".",".",".",".",".",".",".",".",".",".","3.7","."
"","173
003","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","173
004","18","3.833","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethnic and Multicultural Lit","Course Total","81","3.831","74.1","17.3","6.2","1.2",".",".",".",".",".",".",".",".",".",".","1.2","."
"","174
001","30","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","174
002","30","3.700","90.0",".","3.3",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Literature and Social Justice","Course Total","60","3.833","91.7","3.3","1.7",".",".",".","3.3",".",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","175
001","30","3.983","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Literature and Film","176
001","28","3.589","57.1","28.6","3.6","3.6","3.6","3.6",".",".",".",".",".",".",".",".",".","."
"","177
001","103","3.325","28.2","35.0","16.5","6.8","3.9","3.9",".","5.8",".",".",".",".",".",".",".","."
"","177
002","24","3.563","58.3","25.0","8.3","4.2",".",".","4.2",".",".",".",".",".",".",".",".","."
"","177
003","22","3.727","59.1","27.3","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Popular Culture","Course Total","149","3.427","37.6","32.2","14.8","5.4","2.7","2.7","0.7","4.0",".",".",".",".",".",".",".","."
