"TERM : 1264","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2025-2026","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"","MEDICAL MICROBIOL & IMMUN","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"620","M M & I","","","","","","","","","","","","","","","","","","","","",""
"620","M M & I","Dept. Total
131","3.763","48.1","3.1","2.3","0.8","1.5","0.8","0.8","17.6","",".",".","",".","25.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"620","M M & I","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","5","***","","","","","","","","","","",".","",".",".","",".",".",".","."
