"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512
001","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of PT Intervention","534
001","","39","3.731","48.7","48.7","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychosoc Aspects of Hlth Care","540
001","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Practice Issues in PT","543
001","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cl Decision Mkng:Neuromus Mech","628
001","","39","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction II","636
001","","39","3.731","48.7","48.7","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","","39","3.833","69.2","28.2","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","642
004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","642
006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","642
007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","642
008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Practicum","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Iss in Rehab Rsch II","643
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine II","665
001","","39","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction II","677
001","","39","3.628","35.9","53.8","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship I","700
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship VI","705
002","","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship VII","706
002","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","799
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
005","","23","3.935","91.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","27","3.944","92.6","3.7","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
