"","999
073","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
084","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
089","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"PhD Diss/DMA Project","Course Total","34","",".",".",".",".",".",".",".","97.1","2.9",".","",".","",".",".",".",".","."
"660
MUSIC","Dept. Total","4634","3.839","87.8","4.1","2.6","0.9","1.2","0.5","0.8","1.2","0.0","0.3","",".","",".","0.1","0.2","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","258","3.741","78.7","7.8","7.0","2.3","1.9","0.4","1.9",".",".",".","",".","",".",".",".",".","."
"Sophomore","","1183","3.843","90.1","4.2","1.9","0.7","1.8","0.3","0.9",".",".",".","",".","",".",".",".",".","."
"Junior","","1198","3.835","90.7","3.8","2.1","0.7","1.0","0.5","1.2","0.1",".",".","",".","",".",".",".",".","."
"Senior","","1601","3.837","88.9","4.1","2.9","1.1","1.1","0.7","0.4",".",".","0.8","",".","",".",".",".",".","."
"Undergraduates","","4240","3.832","89.1","4.2","2.6","0.9","1.3","0.5","0.8","0.0",".","0.3","",".","",".",".",".",".","."
"Special","","60","3.558","30.0",".","1.7","1.7","1.7","1.7",".","30.0",".",".","",".","",".",".","11.7","21.7","."
"Graduate","","329","3.934","81.2","3.0","2.4",".",".",".","0.3","11.6","0.3",".","",".","",".","0.9",".","0.3","."
"Prof Yr 1","","3","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","5","***","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","4634","3.839","87.8","4.1","2.6","0.9","1.2","0.5","0.8","1.2","0.0","0.3","",".","",".","0.1","0.2","0.3","."
