"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","2770","3.659","49.0","22.8","7.2","2.2","0.4","0.1","0.0","2.0","",".","15.8","0.1","0.1","0.0","0.1","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","18","3.355","38.9","27.8","22.2","5.6",".","5.6",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","62","3.736","59.7","33.9",".","6.5",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","267","3.633","48.7","24.7","8.6","1.5","0.4","1.1",".",".","",".","15.0",".",".",".",".",".","."
"Senior","","2072","3.612","45.5","24.4","7.7","2.6","0.4",".","0.0",".","",".","19.2","0.1",".","0.0",".",".","."
"Undergraduates","","2419","3.616","46.1","24.7","7.7","2.6","0.4","0.2","0.0",".","",".","18.1","0.1",".","0.0",".",".","."
"Special","","13","3.804","38.5","23.1",".",".",".",".",".",".","",".",".",".",".",".","30.8","7.7","."
"Graduate","","334","3.898","70.1","9.0","3.9",".",".",".",".","16.5","",".",".",".","0.6",".",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","4","3.875","75.0","25.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","2770","3.659","49.0","22.8","7.2","2.2","0.4","0.1","0.0","2.0","",".","15.8","0.1","0.1","0.0","0.1","0.0","."
