"TERM : 1264","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2025-2026","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","Dept. Total","1047","3.738","78.8","10.4","6.4","2.4","1.0","0.1","0.1","0.7","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.941","88.9","11.1",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","52","3.987","98.1","1.9",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","15","3.946","93.3","6.7",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","19","3.910","89.5","5.3","5.3",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","95","3.954","94.7","4.2","1.1",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Special","","31","3.543","48.4","9.7","9.7",".","3.2",".","3.2","22.6","",".",".","",".","",".","3.2",".",".","."
"Graduate","","91","3.893","82.4","13.2","2.2","1.1",".",".",".",".","",".",".","",".","",".","1.1",".",".","."
"Prof Yr 1","","536","3.602","72.2","11.8","10.3","3.9","1.7","0.2",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","170","3.974","95.3","4.1","0.6",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","122","3.848","77.0","16.4","4.1","2.5",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","830","3.690","77.7","10.8","7.3","2.9","1.1","0.1",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1047","3.738","78.8","10.4","6.4","2.4","1.0","0.1","0.1","0.7","",".",".","",".","",".","0.2",".",".","."
