"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"217
CRB","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","990
050","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","29","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"217
CRB","Dept. Total","275","3.865","72.0","13.1","2.5","1.5","",".","",".","",".","10.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"217
CRB","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","32","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","68","3.947","89.7","8.8","1.5",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","102","3.966","93.1","5.9","1.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","170","3.796","60.6","17.6","3.5","2.4","",".","",".","",".","15.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","275","3.865","72.0","13.1","2.5","1.5","",".","",".","",".","10.9","",".",".","",".","",".","",".",".",".","."
