"","990
040","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
045","5","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
046","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","27","",".",".",".",".",".",".","",".","85.2","",".",".","",".","14.8","",".",".",".","."
"292
DY SCI","Dept. Total","221","3.806","74.7","2.7","6.3","2.7","0.5","0.9","",".","10.4","",".",".","",".","1.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","11","3.696","72.7",".","27.3",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","51","3.798","82.4","3.9","7.8","3.9",".","2.0","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","113","3.805","85.0","3.5","6.2","3.5","0.9","0.9","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","177","3.799","83.6","3.4","7.9","3.4","0.6","1.1","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","43","4.000","37.2",".",".",".",".",".","",".","53.5","",".",".","",".","9.3","",".",".",".","."
"","Dept. Total","221","3.806","74.7","2.7","6.3","2.7","0.5","0.9","",".","10.4","",".",".","",".","1.8","",".",".",".","."
