"","999
051","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
092","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"736
PHILOS","Dept. Total","1844","3.682","64.0","19.0","7.4","2.5","1.3","0.9","1.0","2.6","",".",".","",".","0.2","0.6","0.3","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","89","3.397","44.9","19.1","20.2","6.7","3.4","1.1","2.2",".","",".",".","",".",".","1.1","1.1",".","."
"Sophomore","","503","3.700","64.4","20.5","9.9","2.2","1.4","0.4","0.6",".","",".",".","",".",".","0.4","0.2",".","."
"Junior","","520","3.656","65.4","19.6","6.2","3.7","1.3","1.7","1.2","0.4","",".",".","",".",".","0.2","0.4",".","."
"Senior","","612","3.712","68.3","20.4","5.9","1.8","1.1","0.8","1.1","0.3","",".",".","",".",".","0.2",".",".","."
"Undergraduates","","1724","3.674","65.1","20.1","7.9","2.7","1.4","1.0","1.0","0.2","",".",".","",".",".","0.3","0.2",".","."
"Special","","41","3.885","24.4","2.4","2.4",".",".",".",".","63.4","",".",".","",".",".",".","4.9","2.4","."
"Graduate","","78","3.970","60.3","3.8",".",".",".",".",".","23.1","",".",".","",".","5.1","7.7",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1844","3.682","64.0","19.0","7.4","2.5","1.3","0.9","1.0","2.6","",".",".","",".","0.2","0.6","0.3","0.1","."
